,0,1,2,3,4,5,6,7,8,9,10,11
25,1657,"Ross, no! There is",Rachel,6,2,168,9,5,24,"00:06:38,439","00:06:41,525",168_9_train
26,4089,Age?,Joey,0,0,418,9,8,23,"00:18:02,402","00:18:03,654",418_9_train
27,3658,No no no! Federal regulations!,Flight Attendant,6,2,365,6,1,24,"00:12:14,692","00:12:16,651",365_6_train
28,304,Jody!,Monica,1,2,26,2,2,2,"0:10:43,747","0:10:45,255",26_2_dev
29,2252,"How many times have I told you guys, you",Chandler,0,0,223,1,5,4,"00:12:27,121","00:12:32,167",223_1_train
30,8354,And stop using my name!,Phoebe,6,2,839,11,6,14,"0:17:02,187","0:17:03,999",839_11_train
31,9571,It really was.,Ross,0,0,952,1,8,19,"0:18:14,573","0:18:17,159",952_1_train
32,6134,"Oh, why is it unfair?",Monica,1,2,615,6,1,3,"0:14:29,743","0:14:31,954",615_6_train
33,5570,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",Monica,0,0,561,2,1,5,"00:17:58,786","00:18:02,789",561_2_train
34,7156,"Oh no, I can’t go. I’m practicing; I got an audition to be the host of a new game show.",Joey,4,1,709,1,8,20,"00:02:43,109","00:02:51,784",709_1_train
35,7164,Awesome!,Ross,4,1,712,5,8,20,"00:03:08,885","00:03:10,511",712_5_train
36,9084,What?,Ross,0,0,908,3,7,12,"0:02:33,570","0:02:33,717",908_3_train
37,1494,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",Rachel,3,2,152,11,1,1,"00:10:56,614","00:11:06,706",152_11_train
38,731,"Uh we didn't, uh we didn't get the chance to talk.",Ross,0,0,69,5,7,8,"00:19:49,605","00:19:52,023",69_5_dev
39,6281,It's like we're father and son.,Ross,4,1,629,4,2,2,"0:07:48,852","0:07:50,900",629_4_train
40,1200,I believe I read that somewhere!,Chandler,1,1,123,0,9,17,"00:05:06,252","00:05:08,921",123_0_train
41,4846,"Yeah, what town are we near?",Phoebe,0,0,495,0,6,17,"00:13:23,219","00:13:25,136",495_0_train
42,9276,"Yeah, if you get married in Vegas, you’re only married in Vegas.",Phoebe,0,0,927,0,6,1,"00:01:15,200","00:01:18,160",927_0_train
43,7043,She just called and said that she was gonna be working late!,Rachel,6,2,696,4,5,12,"00:16:18,852","00:16:22,438",696_4_train
44,1628,I think somebody’s got a little crush on Casey.,Joey,4,1,165,16,4,7,"00:15:03,569","00:15:07,030",165_16_train
45,8138,"Really? Okay, so why don’t you tell me what happened to Ross Junior year at",Monica,0,0,819,8,7,4,"00:06:15,958","00:06:20,462",819_8_train
46,391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",Monica,0,0,37,0,7,19,"00:15:41,857","00:15:46,694",37_0_train
47,5732,"Now, I’ve never been able to cry as an actor, so if I’m in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling.",Joey,0,0,577,1,3,7,"00:12:24,493","00:12:36,337",577_1_train
48,9298,Die Hard 2,Joey,0,0,930,4,7,6,"00:02:25,186","00:02:27,187",930_4_train
49,9342,"Joey, honey, I don’t think you’re supposed to go back there.",Rachel,6,2,933,12,6,12,"00:10:28,544","00:10:31,046",933_12_train
50,3363,What?,Monica,1,1,336,4,3,10,"00:12:23,534","00:12:25,076",336_4_train
51,9803,Ok.,Rachel,0,0,976,1,2,6,"00:04:33,189","00:04:36,066",976_1_train
52,5863,"Umm, I think you’re really, really great...",Phoebe,4,1,593,2,3,13,"00:17:48,233","00:17:49,984",593_2_train
53,7027,Why don’t you tell me something I don’t know!,Joey,6,2,693,5,4,4,"00:04:58,840","00:05:01,717",693_5_train
54,1402,Are you gonna break up with me if I get fat again?,Monica,2,2,143,5,7,6,"00:16:40,290","00:16:42,709",143_5_test
55,7024,"I’ve been a nice guy up until now, but uh, I don’t need this grief.",Mr. Treeger,6,2,693,2,4,4,"00:04:46,077","00:04:49,479",693_2_train
56,7827,"Yeah! Oh, and then afterwards you can take her to the",Rachel,0,0,791,7,8,12,"00:02:17,011","00:02:20,556",791_7_train
57,3366,"No, just, just, just a couple more boxes.",Monica,6,2,336,7,3,10,"00:12:29,915","00:12:35,211",336_7_train
58,453,You're one to talk.,Joey,5,2,41,12,1,13,"0:05:47,514","0:05:47,871",41_12_train
59,1611,"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",Ross,0,0,161,4,9,12,"00:09:29,485","00:09:33,613",161_4_train
60,1164,I love you too.,Joey,4,1,121,5,5,16,"00:01:17,410","00:01:18,911",121_5_test
61,1766,Nope.,Policeman,0,0,179,7,7,22,"0:13:40,987","0:13:41,613",179_7_train
62,5692,It’s not something you are! It’s something you have!,Ross,6,2,573,8,6,17,"00:16:06,632","00:16:09,717",573_8_train
63,1722,"No.  And then I called him, and he wasn’t there.",Rachel,0,0,174,0,3,15,"00:17:37,431","00:17:40,433",174_0_test
64,399,Wait you stole those from these people’s wedding?,Phoebe,1,2,38,4,8,2,"0:20:34,983","0:20:37,385",38_4_train
65,1800,"Thank you, Happy Holidays.",Phoebe,4,1,182,0,5,10,"00:09:16,222","00:09:18,640",182_0_test
66,7470,"Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.",Chandler,6,2,745,10,3,4,"00:02:22,100","00:02:26,812",745_10_train
67,1035,"That’s a dog, every house should have a dog.",Phoebe,4,1,97,9,3,20,"00:04:27,225","00:04:29,559",97_9_dev
68,466,Okay.,Rachel,0,0,43,1,6,6,"00:19:42,431","00:19:43,431",43_1_dev
69,5663,"Well they have uh, some unusual pet names for each other.",Rachel,3,2,572,0,8,23,"00:09:13,249","00:09:16,961",572_0_train
70,8172,Grandma’s gonna have to get in line.,Phoebe,4,1,820,21,7,19,"00:01:23,625","00:01:28,754",820_21_train
71,6019,He does?,Chandler,1,1,607,6,1,3,"0:17:09,529","0:17:10,875",607_6_train
72,8943,Of course I do! And I’m gonna give it back to you as soon as they’re done with it at the key shining place.,Phoebe,0,0,895,1,8,3,"00:07:37,165","00:07:46,798",895_1_train
73,7605,Hi.,Monica,0,0,763,1,6,3,"0:09:25,032","0:09:25,996",763_1_train
74,602,Yeah!,Chandler,6,2,64,4,6,12,"0:05:57,732","0:05:58,400",64_4_test
75,638,I can't believe you would say that!,Rachel,3,2,68,3,5,12,"00:00:10,468","00:00:13,137",68_3_test
76,8634,"She is unbelievable, our mother is...",Monica,6,2,861,8,1,8,"00:04:25,807","00:04:27,349",861_8_train
77,6190,Yeah?,Phoebe,0,0,622,1,8,11,"0:00:04,004","0:00:04,401",622_1_train
78,840,God. I forgot how much I love driving. I have,Rachel,4,1,78,0,7,22,"00:09:32,530","00:09:35,490",78_0_dev
79,8544,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",Phoebe,6,2,852,7,1,17,"00:19:50,397","00:19:57,278",852_7_train
80,3802,Y’know it wouldn’t kill ya to respect your wife’s privacy!,Joey,4,1,383,2,8,14,"00:09:37,280","00:09:40,960",383_2_train
81,1724,"Oh, thank you that’s very helpful, I’m glad you came over.",Rachel,0,0,174,2,3,15,"00:17:42,436","00:17:45,480",174_2_test
82,4592,Hey! Hey! No rough holding in my ER!,Receptionist,6,2,466,13,1,4,"00:21:09,017","00:21:10,977",466_13_train
83,3937,You’re Erwin’s daughter?!,Phoebe Sr,1,1,401,8,3,25,"00:05:30,079","00:05:31,371",401_8_train
84,5450,I know,Monica,0,0,548,1,9,23,"00:27:35,904","00:27:37,738",548_1_train
85,5880,"It’s not hopeless! Dr. Stryker Ramoray’s a miracle worker. Look, here he comes.",Nurse #2,4,1,594,8,7,4,"00:18:59,054","00:19:03,349",594_8_train
86,7091,"Thank you.  Hey-hey umm, uh, is there, is there any such thing as an annulment shower?",Rachel,0,0,700,12,6,1,"00:16:01,710","00:16:10,093",700_12_train
87,4887,Exactly!,Rachel,4,1,499,8,6,25,"0:05:04,971","0:05:05,573",499_8_train
88,9054,"Chandler, I gotta tell you, I love your mom's books!",Rachel,4,1,905,11,1,11,"00:03:12,108","00:03:16,153",905_11_train
89,2897,I’ve been talking to you for five minutes now about killing myself and no one’s even looked up from their desk.,Earl,3,2,292,1,7,13,"00:10:14,905","00:10:22,579",292_1_train
90,5687,"Oh, of course!",Rachel,4,1,573,3,6,17,"0:15:44,443","0:15:45,372",573_3_train
91,3557,"Sure, you coulda. You never know.",Ross,0,0,354,16,2,3,"0:03:58,112","0:04:00,114",354_16_train
92,10057,So are you thirsty?,Monica,0,0,1003,5,3,6,"00:12:22,742","00:12:26,494",1003_5_train
93,3429,The fear of,Ross,0,0,342,1,8,20,"0:07:26,745","0:07:28,814",342_1_train
94,680,"And what’s cool is, the character is from Naples, right?",Joey,4,1,71,0,7,19,"00:20:09,583","00:20:12,835",71_0_test
95,9357,I can't believe this! This is like the worst night ever!,Monica,6,2,935,2,5,23,"00:16:15,683","00:16:19,102",935_2_train
96,2132,Why do have a picture of Paulette in your pack?!,Richard,6,2,210,4,7,23,"00:18:24,311","00:18:27,814",210_4_train
97,3753,I mean you’re not the only ones on your honeymoon!,Monica,6,2,374,9,8,3,"00:15:46,487","00:15:49,530",374_9_train
98,9924,How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?,Ross,6,2,980,5,3,11,"00:12:46,807","00:12:53,229",980_5_train
99,464,Oh no-no-no! Oh-no!  No! No! Emily!,Ross,6,2,42,4,5,1,"00:21:28,036","00:21:34,709",42_4_dev
100,4743,Both of them?,Monica,1,2,481,8,9,20,"0:02:18,001","0:02:18,763",481_8_train
101,8377,Why would I be freaking out?,Chandler,0,0,841,2,6,22,"00:19:59,114","00:20:00,573",841_2_train
102,1578,"Ooh! I'm sorry! I think, I THINK, that may have missed the table!",Monica,4,1,162,0,9,23,"00:40:16,664","00:40:20,959",162_0_test
103,169,Because we can remember them.,The Waiter,0,0,16,8,4,10,"00:12:13,524","00:12:14,816",16_8_test
104,2105,"Whoa-whoa-whoa-whoa, I-I—Hey! I did",Joey,6,2,211,4,6,22,"00:17:16,869","00:17:20,204",211_4_test
105,7899,"But only because I was up all night worried about this  meeting, ain’t that funny?",Chandler,2,2,796,5,9,2,"00:13:48,994","00:13:53,832",796_5_train
106,4043,Nooo.,Chandler,0,0,412,15,4,2,"00:05:07,098","00:05:08,223",412_15_train
107,7942,Tho?,Ross,0,0,799,6,2,6,"00:10:03,060","00:10:04,603",799_6_train
108,3242,"I don’t know, I’m still pretty tired out from this afternoon.",Eric,0,0,321,3,8,7,"00:16:41,083","00:16:42,792",321_3_train
109,653,"Oh, c'mon Dora, don't be mad...",Chandler,0,0,69,3,1,4,"00:16:23,273","00:16:26,025",69_3_test
110,818,Really?,Rachel,1,1,79,3,6,18,"0:16:35,828","0:16:36,540",79_3_train
111,7552,I am,Chandler,0,0,757,4,5,3,"00:18:47,251","00:18:48,793",757_4_train
112,192,Um. yeah.,Rachel,0,0,17,20,3,7,"0:14:25,614","0:14:26,636",17_20_test
113,2209,Yeah that's the same.,Ross,0,0,219,5,5,8,"00:06:59,919","00:07:02,170",219_5_train
114,489,"Oh, no-no-no-no-no-no!!",Chandler,2,2,45,9,3,17,"00:09:28,192","00:09:29,568",45_9_dev
115,9364,Y'know what? You're right Phoebe. You're right. Thank you!,Monica,4,1,935,9,5,23,"00:16:43,919","00:16:47,338",935_9_train
116,5862,"Yeah, we got, um-hmm.",Chandler,0,0,593,1,3,13,"0:17:39,726","0:17:41,735",593_1_train
117,2023,Hey!,Chandler,4,1,202,0,6,5,"0:16:55,848","0:16:57,809",202_0_train
118,7203,I do?,Monica,0,0,718,1,4,2,"0:16:56,348","0:16:57,382",718_1_train
119,4092,I’m 33.,Cliff,0,0,418,12,8,23,"00:18:11,662","00:18:14,540",418_12_train
120,90,"Yes, and it is my dying wish to have that ring.",Phoebe,0,0,8,0,6,23,"00:19:17,865","00:19:21,951",8_0_train
121,4061,Okay.,Monica,0,0,414,11,5,16,"00:00:40,373","00:00:41,999",414_11_train
122,97,Yeah?,Joey,0,0,9,4,6,3,"00:05:37,211","00:05:38,712",9_4_dev
123,6211,"I just wanted to thank you again for last night, what a great party!",Ross,4,1,623,7,4,22,"00:12:15,151","00:12:17,902",623_7_train
124,373,We weren't but we had one class together. He was such a great    guy and he talked so passionately about science. I always remembered him.,Kori,3,2,31,2,9,17,"00:22:14,362","00:22:25,749",31_2_dev
125,717,Hi.,Phoebe,0,0,73,6,4,15,"00:11:49,667","00:11:51,376",73_6_test
126,401,"Ok, ok, here we go.",Ross,0,0,34,1,1,9,"00:14:19,942","00:14:23,987",34_1_dev
127,1530,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",Phoebe,3,2,156,0,8,2,"00:13:49,662","00:13:56,960",156_0_train
128,8310,Me neither.,Monica,0,0,834,12,6,12,"0:04:37,319","0:04:38,003",834_12_train
129,675,Really? They love him down on six.,Mr. Franklin,1,2,62,10,8,5,"00:07:51,929","00:07:55,807",62_10_train
130,9057,"I mean, this is so cool!",Rachel,4,1,905,14,1,11,"0:03:18,053","0:03:19,202",905_14_train
131,3318,I just didn’t see the fast song coming.,Ross,1,2,332,0,8,1,"00:21:43,719","00:21:46,137",332_0_train
132,877,"Yeah, he doesn’t like me.",Joey,6,2,82,3,6,21,"0:10:00,891","0:10:04,063",82_3_dev
133,3009,"Look, please, please don't go anywhere, okay?",Barry,2,2,301,4,1,20,"00:19:44,433","00:19:46,726",301_4_train
134,7459,"Well, it's official there are no good movies.",Chandler,3,2,745,0,3,4,"00:01:53,780","00:01:56,240",745_0_train
135,1221,You,Joey,0,0,124,9,5,6,"00:10:59,241","00:11:01,326",124_9_train
136,8694,Why?! How?! How is he a genius?,Ross,1,2,869,1,3,12,"0:12:33,169","0:12:37,048",869_1_train
137,1973,"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",Joey,4,1,197,0,5,24,"00:08:26,297","00:08:31,968",197_0_train
138,6994,"Hey Monica, it’s Chip.",Chip,0,0,689,0,4,2,"0:01:38,723","0:01:40,705",689_0_train
139,7090,"All right. All right, I’ll do it.",Ross,3,2,700,11,6,1,"00:15:59,124","00:16:01,542",700_11_train
140,1935,Yes!,Ross,4,1,192,4,8,7,"0:21:35,054","0:21:35,801",192_4_train
141,6863,Great!,Julie,4,1,675,1,2,1,"0:21:30,376","0:21:31,308",675_1_train
142,4047,"Same as yesterday,  same as the day before.",Joey,0,0,413,2,5,17,"00:01:50,819","00:01:54,613",413_2_train
143,251,What? Yeti—I mean Danny?,Rachel,0,0,23,2,5,6,"00:13:36,941","00:13:42,904",23_2_test
144,252,"Yeah, hey I-I have clothes, I even pick them out.",Ross,0,0,24,5,3,14,"00:10:58,032","00:11:01,660",24_5_train
145,2760,"Yeah, I mean, come on Ross, no one will even notice. I mean they’re probably not even listening!",Rachel,0,0,279,11,6,4,"00:14:35,457","00:14:40,211",279_11_test
146,9534,This is kind of a classy place.,Monica,0,0,948,14,9,19,"00:07:08,262","00:07:13,183",948_14_train
147,7732,"Y’know what? I don’t, I don’t think Phoebe really wants to come.",Rachel,4,1,777,9,6,11,"00:16:02,294","00:16:04,587",777_9_train
148,5310,Yeah! Thank you so much for letting me stay here.,Cassie,0,0,534,1,7,19,"00:21:16,650","00:21:19,443",534_1_train
149,9531,Yeah.,Phoebe,0,0,948,11,9,19,"0:07:01,589","0:07:02,063",948_11_train
150,1492,Y’know she has a face Ross!,Phoebe,6,2,154,8,8,11,"00:02:33,528","00:02:36,029",154_8_test
151,732,"But I should tell you this, this exact same thing happened to my roommate Denise.",Phoebe,0,0,67,14,6,3,"00:09:01,666","00:09:06,586",67_14_train
152,8683,Uh-oh.,Rachel,2,2,867,2,7,16,"00:06:08,159","00:06:09,868",867_2_train
153,8765,I think you'll find this room more to your liking.,Hotel Clerk,0,0,875,0,5,5,"00:07:33,911","00:07:36,246",875_0_train
154,2187,"Hey, uh, I’m really, really sorry about what happened in the cafeteria today.",Ross,3,2,216,0,6,1,"0:01:12,739","0:01:23,167",216_0_train
155,8023,$500 that is a loooot of electricity!,Joey,4,1,809,5,6,6,"00:08:26,756","00:08:33,178",809_5_train
156,4358,Is it because that punk Ross won’t marry you?!,Dr. Green,6,2,445,17,8,8,"00:08:53,074","00:08:55,450",445_17_train
157,8078,My boyfriend really does have good taste!,Monica,4,1,812,13,5,19,"00:21:54,479","00:21:56,147",812_13_train
158,10127,Do you have a plan?,Monica,0,0,1009,5,1,4,"0:14:09,557","0:14:10,829",1009_5_train
159,1789,Janice,Joey,1,1,180,8,8,24,"00:02:51,075","00:02:52,076",180_8_train
160,395,"Well, we are ready to try anything.",Rachel,0,0,32,11,8,22,"0:11:43,023","0:11:45,155",32_11_dev
161,1929,"Ross! What are you… I'm sorry sir. I just, I think he just really likes you.",Rachel,0,0,194,1,5,23,"00:17:40,642","00:17:51,194",194_1_test
162,1817,That is the new plan.,Rachel,0,0,182,15,5,10,"00:07:41,461","00:07:45,589",182_15_train
163,4152,She lives so close.,Ross,0,0,424,10,4,10,"0:09:48,921","0:09:51,095",424_10_train
164,1675,We don’t know.,Phoebe,0,0,169,13,8,2,"00:12:26,120","00:12:27,996",169_13_test
165,1722,You owe me 20 bucks.,Monica,4,1,175,1,1,9,"0:07:55,850","0:07:58,290",175_1_train
166,7182,"I, I can’t help you.",The Head Librarian,3,2,716,1,7,7,"00:10:37,303","00:10:39,721",716_1_train
167,1727,"Hi! Oh, I’m so glad you called.",Rachel,4,1,174,5,3,15,"00:17:53,155","00:17:56,491",174_5_test
168,2112,Y’know?,Janice,0,0,212,3,4,15,"00:14:06,846","00:14:16,563",212_3_test
169,8231,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",Monica,0,0,827,7,3,16,"00:05:07,348","00:05:15,230",827_7_train
170,4944,"No just, nobody press on my stomach.",Joey,0,0,504,4,8,9,"0:21:21,113","0:21:24,230",504_4_train
171,1729,We just finished this magnificent Thanksgiving dinner.,Chandler,0,0,175,8,1,9,"00:08:19,499","00:08:21,416",175_8_train
172,1224,I’m sorry Joey.,Rachel,3,2,125,21,7,4,"0:14:56,746","0:14:56,980",125_21_test
173,1293,Really? ‘Cause I could kinda use the money.,Joey,1,2,130,11,7,5,"00:06:44,779","00:06:47,739",130_11_train
174,1256,"Look, I know it must be hard that your wife is a lesbian, but it’s wrong. You’re married.",Brenda,5,2,128,8,8,7,"00:18:25,479","00:18:34,695",128_8_test
175,570,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""",Rachel,5,2,54,5,1,4,"00:00:26,234","00:00:31,405",54_5_dev
176,4936,Here it is! Here it is!,Chandler,4,1,503,12,5,24,"00:12:32,877","00:12:34,294",503_12_train
177,632,"Og-ee-op, I’m not asking for me, I’m… I mean… No, I’m-I’m not gay, I’m not asking you out.",Chandler,2,2,57,2,4,10,"00:05:21,362","00:05:28,869",57_2_train
178,60,Yeah.,Ross,0,0,4,13,3,11,"0:20:54,962","0:20:55,380",4_13_train
179,715,All right.,Ross,0,0,73,4,4,15,"0:11:45,204","0:11:45,636",73_4_test
180,9134,Are you hot?,Ross,0,0,912,5,5,11,"00:09:20,351","00:09:23,436",912_5_train
181,2322,"What are you just some big, dumb, stupid, doofy idiot, with a doofy idiot hairdo, huh?!",Tommy,6,2,234,6,3,22,"00:16:08,676","00:16:12,428",234_6_test
182,6640,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",Ross,0,0,658,20,1,20,"00:02:53,882","00:02:58,260",658_20_train
183,1420,So it’s really a question of,Ross,0,0,144,14,7,11,"00:18:06,585","00:18:10,755",144_14_test
184,5982,‘Cause you’re still into Monica.,Phoebe,0,0,604,6,3,21,"0:07:31,583","0:07:32,753",604_6_train
185,1818,"Oh really? Well, maybe you and I go out for drinks?  You’re the other one right?",Joey,0,0,183,8,6,22,"00:13:59,713","00:14:07,929",183_8_test
186,10239,"Oh okay, I’ll fix that to. What’s her e-mail address?",Rachel,0,0,1018,5,8,8,"00:16:52,261","00:16:54,554",1018_5_train
187,1473,Do we have any... Do we have any thoughts here?,Chandler,0,0,153,1,3,4,"00:07:30,116","00:07:32,075",153_1_test
188,2402,"So! I'm just an empty vase, huh?",Monica,1,2,237,0,3,12,"0:16:12,471","0:16:14,863",237_0_train
189,3688,"Well, what did you have?",Joey,0,0,367,1,6,6,"00:13:44,365","00:13:46,991",367_1_train
190,1102,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!",Phoebe,6,2,112,3,7,2,"00:06:54,080","00:06:59,501",112_3_train
191,3814,Here we go.,Joey,0,0,383,10,8,14,"00:10:11,000","00:10:12,280",383_10_train
192,4921,Are you serious?!,Monica,1,2,503,2,5,24,"0:11:56,716","0:11:57,968",503_2_train
193,7477,Whoa what?,Rachel,1,2,747,4,7,18,"0:08:08,237","0:08:09,072",747_4_train
194,2607,"Oh, what’d ya bring me?!",Monica,4,1,262,5,3,21,"0:02:55,220","0:02:56,679",262_5_test
195,8120,Okay.,Chandler,0,0,817,13,5,23,"00:20:52,793","00:20:53,834",817_13_train
196,6253,It’s the heat.  And-and the humidity.,Monica,0,0,626,9,3,6,"00:11:24,850","00:11:31,272",626_9_train
197,1376,You should make something happen for yourself.,Ross,0,0,140,3,5,10,"00:05:55,772","00:05:58,398",140_3_test
198,4828,Are you're hands still wet?,Ross,0,0,492,1,1,22,"0:19:29,042","0:19:30,210",492_1_train
199,2438,Hi!,Monica,0,0,245,1,4,15,"0:17:21,207","0:17:22,188",245_1_test
200,229,And you know what the funny thing is?,Ross,0,0,19,8,1,23,"00:14:39,169","00:14:40,879",19_8_dev
201,998,Just your run-of-the-mill third nipple.,Ross,0,0,100,1,3,23,"00:05:32,290","00:05:35,917",100_1_train
202,2895,Oh yeah?,Earl,3,2,291,1,6,1,"00:10:10,693","00:10:14,154",291_1_train
203,781,No! Ah-ah-ah-ah-ah! You can have this back when the five pages are done!  Ahh!,Ross,6,2,73,2,5,10,"00:10:34,425","00:10:38,762",73_2_dev
204,7247,"No, eh, oh-oi, easy, it's not a hot dog!",Joey,6,2,722,10,5,20,"0:16:01,970","0:16:04,192",722_10_train
205,4668,What?! Oh my...  Oh my God!! What happened?!,Phoebe,1,2,476,5,3,20,"00:19:25,706","00:19:28,624",476_5_train
206,2469,"Okay-okay, I got it. I got it.",Monica,0,0,245,6,7,18,"00:07:11,806","00:07:13,849",245_6_train
207,8731,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",Mrs. Geller,3,2,872,0,1,2,"00:09:26,816","00:09:32,821",872_0_train
208,8206,"Pheebs, wake up and smell the restraining order.",Chandler,5,2,823,9,3,3,"00:16:34,868","00:16:37,954",823_9_train
209,1229,What’s the matter honey? Did you see a little mouse?,Paul,0,0,126,3,6,22,"00:10:21,495","00:10:26,708",126_3_test
210,5227,"Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?",Rachel,0,0,528,1,6,15,"00:17:10,863","00:17:20,288",528_1_train
211,1585,"So, see ya on Saturday.",Mark,0,0,160,17,3,14,"0:06:17,502","0:06:19,004",160_17_train
212,1283,"Uhh, well I’ve got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one?",Joey,0,0,130,1,7,5,"00:06:03,529","00:06:12,496",130_1_train
213,9882,Why?,Joey,1,2,985,2,6,4,"00:09:27,775","00:09:30,318",985_2_train
214,7547,I’ll call you back.,Monica,0,0,756,9,3,13,"00:12:17,361","00:12:18,486",756_9_train
215,2602,Hi!,Pete,0,0,262,0,3,21,"0:02:38,074","0:02:38,533",262_0_test
216,7522,"It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid.",Monica,3,2,754,0,3,3,"00:11:01,410","00:11:09,167",754_0_train
217,723,"No, Pheebs, listen, if you decide to do this, we’ll be supportive like crazy.",Joey,0,0,74,1,4,11,"00:05:02,885","00:05:06,680",74_1_test
218,526,Going out with who?,Ross,0,0,49,16,6,18,"0:13:47,328","0:13:47,537",49_16_train
219,1348,What?!,Monica,1,2,138,6,5,12,"00:12:13,441","00:12:14,482",138_6_train
220,1253,"Great, let’s begin.  How’s the pressure?",Phoebe,4,1,128,2,8,14,"00:07:33,200","00:07:45,400",128_2_train
221,4589,"You gotta do it, man.",Chandler,0,0,466,10,1,4,"00:20:54,044","00:20:56,087",466_10_train
222,1234,Okay.  What?! What are you doing here?!,Rachel,1,2,126,8,6,22,"0:10:45,186","0:10:46,771",126_8_test
