,0,1,2,3,4,5,6,7,8,9,10,11
32,4660,... Phoebe...?,Monica,1,2,475,14,9,23,"0:32:01,644","0:32:03,438",475_14_train
33,4312,Let me get it out before it sets.,Mona,0,0,441,4,8,17,"0:11:16,801","0:11:18,470",441_4_train
34,309,"Honey, wait. We only did it once. It didn't mean anything to me.",Monica,3,2,26,7,2,2,"00:11:12,755","00:11:18,510",26_7_dev
35,7416,"(Singing, to the tune of",Joey,4,1,739,14,5,24,"00:09:15,137","00:09:28,400",739_14_train
36,126,"Okay! All right! Now, Chandler you-you wanna live with Monica, right?",Ross,0,0,12,15,6,3,"00:13:49,537","00:13:53,873",12_15_test
37,4227,"Y'know, I've been meaning to talk to you about this whole, little, new European thing you got going on, and I just need to tell you that it makes me very uncomfortable and I just—y'know—stop it!",Rachel,6,2,431,16,5,2,"00:15:13,746","00:15:24,964",431_16_train
38,6017,"Chandler? It's Alan, he wants to speak to you.",Rachel,0,0,607,4,1,3,"00:17:07,026","00:17:08,776",607_4_train
39,1204,It's not funny!,Ross,6,2,123,4,9,17,"0:05:15,437","0:05:17,903",123_4_train
40,48,Oh my God!,Monica,1,1,4,3,4,14,"00:08:45,608","00:08:46,900",4_3_test
41,9920,Hi.,Ross,0,0,980,1,3,11,"0:12:42,303","0:12:42,846",980_1_train
42,7573,Who's party is it?,Janice,6,2,759,8,3,4,"00:17:16,493","00:17:17,910",759_8_train
43,662,"Everybody else got one, and you want one too. Don’t you?",Doug,4,1,61,6,3,24,"00:21:41,675","00:21:44,885",61_6_train
44,419,"Okay, I do.",Rachel,0,0,36,1,3,21,"0:15:30,512","0:15:31,324",36_1_dev
45,334,It worked!,Monica,1,1,33,4,9,2,"00:07:48,301","00:07:49,801",33_4_test
46,9870,"Ugh! Joey, I have to go.",Rachel,3,2,983,6,7,24,"00:08:47,860","00:08:49,236",983_6_train
47,1779,Forgive me? You haven't been taking my calls in a week!,Chandler,6,2,179,0,5,23,"00:00:52,135","00:00:57,765",179_0_test
48,1315,"Oh. Okay, bye.",Rachel,0,0,132,10,3,15,"00:16:33,450","00:16:37,412",132_10_train
49,9681,Right?,Ross,0,0,963,5,3,19,"0:12:53,834","0:12:54,068",963_5_train
50,1839,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",Jane,4,1,184,0,9,20,"00:05:46,751","00:05:49,462",184_0_train
51,7205,You still work at the multiplex?,Monica,0,0,718,3,4,2,"00:17:01,437","00:17:05,940",718_3_train
52,1016,"Good for you.  Uh, quarters or rolls of quarters?",Joey,4,1,109,1,1,14,"00:06:44,445","00:06:53,120",109_1_test
53,939,I don’t want to lose you.,Joanna,3,2,94,7,4,9,"00:12:01,554","00:12:02,929",94_7_train
54,1530,"Look at you, all sweet and innocent, sleeping like an angel...    with Emma's chubby little hands wrapped around ya.",Joey,0,0,157,0,9,17,"00:05:51,214","00:05:59,263",157_0_test
55,97,"Wow! Oh-okay, look pal, I am",Rachel,4,1,9,15,6,18,"00:05:51,934","00:05:58,398",9_15_test
56,8425,And any extra cash my father has he saves for his yearly trips to,Chandler,0,0,843,3,7,2,"00:12:39,508","00:12:44,220",843_3_train
57,160,Toby don’t.,Bob,3,2,14,6,8,5,"0:16:35,577","0:16:36,849",14_6_dev
58,457,"Everything’s gonna be all right. Okay, Dick?",Chandler,0,0,42,0,3,23,"00:21:57,691","00:22:03,237",42_0_train
59,6457,And-and then guess what?,Rachel,0,0,645,4,8,20,"00:14:14,216","00:14:15,926",645_4_train
60,772,"Look, maybe I need to try a real teacher!",Joey,6,2,72,12,5,11,"00:11:48,082","00:11:49,833",72_12_dev
61,8452,"Okay, good-good for you.",Ross,4,1,844,15,4,11,"00:18:20,599","00:18:22,391",844_15_train
62,294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,1,1,29,0,9,23,"00:08:23,586","00:08:31,426",29_0_train
63,9836,You missed the exit!,Friend No. 2,1,2,978,6,3,6,"0:22:18,587","0:22:20,931",978_6_train
64,5766,"Hi! I’m so glad you’re here, but it’s gonna be a while. I-I wished you’d called first.",Ross,4,1,584,0,8,23,"00:06:45,434","00:06:51,065",584_0_train
65,8213,"Ooh, let’s see it!",Phoebe,4,1,824,1,7,5,"00:21:20,070","00:21:23,948",824_1_train
66,513,"Well Ross, you be careful now. You don’t want to get a reputation as y’know Professor McNailshisstudents.",Monica,4,1,49,3,6,18,"00:13:10,039","00:13:15,001",49_3_train
67,4262,Get out of the way jackass!,Joey,6,2,436,2,7,3,"00:06:23,966","00:06:26,676",436_2_train
68,1022,"No, I’m sorry. It’s just my foot itches like crazy.",Cliff,0,0,96,0,8,24,"00:04:00,603","00:04:03,523",96_0_dev
69,1875,I really like waking up with you.,Gary,4,1,186,0,5,21,"00:19:59,698","00:20:01,282",186_0_train
70,2157,I can’t believe you’re getting married!,Monica,4,1,216,1,4,19,"0:21:14,189","0:21:15,441",216_1_test
71,10118,This isn't the first boyfriend bonfire that we've seen get out of control.,Fireman No. 3,0,0,1008,6,1,14,"00:16:43,711","00:16:46,838",1008_6_train
72,233,"Well, y'know, you and me, it had to end sometime.",Chandler,3,2,22,6,5,5,"00:18:37,382","00:18:41,744",22_6_test
73,4590,"Oh yeah? Well, I'm rubber, you're glue, whatever——can't do it.  Listen, uh- gimme back my puck.",Ross,6,2,466,11,1,4,"00:20:57,089","00:21:05,513",466_11_train
74,1065,Emma!  See? I don’t want it.,Rachel,3,2,101,0,8,4,"00:13:27,795","00:13:35,928",101_0_dev
75,424,Somebody seems to be missing being the hostess.,Ross,0,0,43,3,4,13,"00:05:53,436","00:05:56,938",43_3_test
76,945,Stop the bus! Wait! Wait! Wait!,Joey,2,2,89,2,2,6,"00:12:10,730","00:12:15,525",89_2_dev
77,2197,"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",Joey,3,2,218,6,4,11,"00:12:35,880","00:12:42,302",218_6_train
78,1727,"All right, I'm nine years old.",Chandler,0,0,175,6,1,9,"00:08:16,204","00:08:17,496",175_6_train
79,950,Okay?,Phoebe,0,0,100,8,6,5,"0:15:57,124","0:15:57,402",100_8_test
80,235,"Because of the weekend, we had a fight.",Chandler,3,2,22,8,5,5,"00:18:44,581","00:18:46,833",22_8_test
81,8875,"And that big bloke with the beard, he has got a trick hip.",Emily,0,0,888,11,4,15,"00:16:46,755","00:16:50,591",888_11_train
82,4188,"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",Chandler,3,2,428,8,4,14,"00:21:48,056","00:21:53,352",428_8_train
83,4641,"Well now, I get to spend my shower with the only people I really love!",Monica,4,1,474,14,7,19,"00:19:45,642","00:19:50,229",474_14_train
84,7143,Not interested in that.,Phoebe,0,0,707,5,5,10,"0:16:38,527","0:16:40,505",707_5_train
85,1503,"Uh sure, sure.",Ross,0,0,154,19,8,11,"0:03:10,833","0:03:11,359",154_19_test
86,730,Y-You're going?,Ross,4,1,69,4,7,8,"00:19:45,309","00:19:49,437",69_4_dev
87,5034,I’d have to say I really don’t care for your tone.,Rachel,6,2,509,10,8,23,"0:01:46,861","0:01:49,490",509_10_train
88,40,Howard's the,Steve,0,0,3,2,5,15,"00:06:09,660","00:06:12,329",3_2_test
89,135,Yeah!!,Frank,4,1,13,3,5,3,"00:16:18,352","00:16:19,769",13_3_dev
90,478,"Yeah, cheerie-o!",Ross,4,1,48,5,4,23,"0:02:12,048","0:02:14,134",48_5_test
91,7284,Yeah—No!!,Ross,5,2,726,7,7,19,"00:13:21,592","00:13:23,551",726_7_train
92,4640,"What do you, what do you mean?",Rachel,1,1,474,13,7,19,"0:19:43,854","0:19:45,536",474_13_train
93,1643,Say you'll stay beside me,Joey,3,2,167,8,3,14,"00:00:49,247","00:00:52,801",167_8_train
94,2861,Thanks.,Joey,0,0,287,8,1,14,"00:02:50,211","00:02:51,253",287_8_train
95,9781,"Well, okay, fine, use my happy place.",Phoebe,0,0,973,7,3,1,"0:12:59,361","0:13:01,322",973_7_train
96,7089,"Oh Ross, come on! This is not, this is not a marriage!! This is the world’s worst hangover! Ross, listen, if",Rachel,6,2,700,10,6,1,"00:15:47,196","00:15:55,662",700_10_train
97,7133,Ah! Ahh!! Ahh!!,Chandler,4,1,706,6,5,13,"00:00:32,240","00:00:35,242",706_6_train
98,4140,Mazel tov!,Chandler,4,1,423,10,1,23,"00:12:05,683","00:12:07,684",423_10_train
99,7206,"Oh, like I’d give up that job! Free popcorn and candy, anytime I want. I can get you free posters for your room.",Chip,4,1,718,4,4,2,"00:17:01,437","00:17:11,946",718_4_train
100,268,": Yeah, you could dance real good with her, she’s the same size as me.",Mr. Treeger,0,0,25,12,4,4,"00:21:22,364","00:21:24,991",25_12_train
101,749,He's open!,Chandler,4,1,70,3,1,4,"0:12:29,999","0:12:30,511",70_3_dev
102,2356,"No, I haven't seen him.",Monica,0,0,232,15,1,23,"00:06:00,651","00:06:01,818",232_15_train
103,276,Hi!,Man,4,1,27,0,8,20,"0:12:28,527","0:12:28,861",27_0_test
104,8781,"Oh, I wouldn’t miss this.",Phoebe,4,1,877,2,7,11,"00:14:47,761","00:14:50,263",877_2_train
105,8713,"Okay, now uh, in terms of the invite list, I’ve got you, me, and Chandler and I’m gonna invite Gunther ‘cause, well, we’ve been talking about this pretty loud.",Joey,0,0,870,2,4,22,"00:04:40,321","00:04:47,828",870_2_train
106,9237,I don’t know exactly.,Chandler,0,0,923,11,4,15,"0:06:55,415","0:06:55,840",923_11_train
107,8110,But she just came up here!,Phoebe,1,2,817,3,5,23,"0:20:25,516","0:20:27,660",817_3_train
108,579,"Joey, onstage!",Stage Manager,6,2,56,0,3,22,"00:19:48,103","00:19:50,354",56_0_dev
109,1152,Why?,Monica,0,0,119,5,5,17,"00:14:56,478","00:14:58,354",119_5_train
110,9752,"Like uh, maybe we could get him to get tickets to another Knicks game and invite him.",Ross,0,0,969,2,6,23,"00:09:08,422","00:09:11,716",969_2_train
111,5636,Are you serious?,Chandler,1,2,568,9,5,14,"00:09:37,660","00:09:38,702",568_9_train
112,3252,"Either that or she’s just the best, most expensive date I ever had.",Stu,1,2,322,1,8,8,"00:14:22,820","00:14:26,531",322_1_train
113,316,"Oh, so you just sort of happened to leave it in here?",Rachel,6,2,26,14,2,2,"00:11:37,905","00:11:40,323",26_14_dev
114,7760,Okay.,Joey,0,0,780,7,3,3,"00:03:00,013","00:03:02,389",780_7_train
115,9846,"Well actually, Ross doesn't.",Monica,0,0,979,5,5,14,"00:21:16,566","00:21:18,067",979_5_train
116,8859,"No, I tired!",Ross,1,2,887,9,6,17,"00:19:47,936","00:19:49,896",887_9_train
117,2095,Hi!,Phoebe,4,1,210,5,6,21,"0:17:28,005","0:17:29,177",210_5_test
118,9594,Better think of a new name for him.,Mike,0,0,953,17,9,12,"00:08:56,285","00:08:57,869",953_17_train
119,8974,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",Joey,4,1,898,2,1,24,"00:18:26,855","00:18:32,026",898_2_train
120,8810,"No, things are fine with Kathy. I’m having a late dinner with her tonight, right after my early dinner with Casey.",Joey,0,0,884,6,4,7,"00:02:00,620","00:02:06,625",884_6_train
121,1814,You're right.,Rachel,0,0,182,12,5,10,"0:07:37,748","0:07:38,510",182_12_train
122,1563,"Okay, I gotta ask, who calls us that?!",Chandler,6,2,160,13,6,2,"00:14:54,977","00:14:57,312",160_13_test
123,278,"Actually, that can't happen.",The Casting Director,0,0,26,8,5,18,"00:10:18,743","00:10:20,243",26_8_train
124,6645,Now that is funny.,Ross,0,0,659,4,1,14,"00:14:59,189","00:15:02,942",659_4_train
125,2064,I'll even let you ring the bell.,Fireman No. 3,0,0,205,2,1,14,"00:22:13,206","00:22:15,708",205_2_train
126,475,Oh! My number is on there.  Give me a call.,Jen,4,1,44,7,5,17,"00:13:49,537","00:13:52,622",44_7_dev
127,546,Stupid!,Joey,6,2,50,13,6,21,"0:14:39,795","0:14:41,881",50_13_train
128,3280,"Okay, there's a",Phoebe,0,0,327,7,5,22,"00:18:44,832","00:18:47,333",327_7_train
129,5642,Oh my God!,Elizabeth,1,2,569,3,5,11,"00:16:35,786","00:16:37,704",569_3_train
130,92,It’s really sweet and-and tender.,Joey,4,1,8,14,7,19,"00:03:58,196","00:04:01,240",8_14_dev
131,8638,The fuzzy little mints at the bottom of her purse.,Monica,0,0,861,12,1,8,"00:04:42,991","00:04:45,158",861_12_train
132,7258,Hey-hey Pheebs!,Ross,4,1,723,3,6,23,"0:21:38,464","0:21:38,939",723_3_train
133,3461,She's waving me over.,Joey,4,1,344,11,5,17,"0:02:52,673","0:02:53,765",344_11_train
134,8614,"So, why don’t we just start over okay?",Phoebe,0,0,860,4,8,17,"0:13:32,102","0:13:33,874",860_4_train
135,10335,Will you hurry up?,Joey,3,2,1025,3,6,9,"00:11:58,509","00:11:59,759",1025_3_train
136,8321,I am strong! I’ll show you!,Chandler,6,2,835,7,8,6,"00:21:26,201","00:21:29,120",835_7_train
137,1836,"Oh, right, OK. Ole.",Phoebe,0,0,183,17,2,4,"00:10:43,559","00:10:45,685",183_17_train
138,4968,Do you realize I have a classroom full of students?,Ross,6,2,505,14,7,2,"00:02:45,415","00:02:49,626",505_14_train
139,4099,Oh that’s terrible. I’m-I’m really sorry.,Joey,3,2,418,19,8,23,"0:18:35,435","0:18:38,147",418_19_train
140,3543,Thank you. I'm going to rejoin my dinner party.,Mr. Heckles,0,0,354,2,2,3,"00:02:34,445","00:02:38,448",354_2_train
141,5114,I talk to you and it’s nothin’.,Joey,0,0,518,4,3,19,"00:19:25,747","00:19:28,207",518_4_train
142,327,"Okay, okay. It’s James Brolin. James Brolin is the father of my baby.",Phoebe,0,0,27,7,8,1,"00:01:44,270","00:01:51,819",27_7_dev
143,7812,"Uhh, look Katie, uh listen, we-we need to talk.",Joey,2,2,789,3,5,15,"0:09:02,625","0:09:05,920",789_3_train
144,3773,"Yeah, it’s the new building on Avenue A.",Student,0,0,377,3,8,12,"00:05:55,355","00:05:57,689",377_3_train
145,2954,"-she, of course, she- uh- familiar with our.. special situation?",Ross,0,0,296,9,1,2,"00:14:59,440","00:15:07,196",296_9_train
146,307,"Oh, that's not what you want...",Ross,0,0,29,13,9,23,"00:30:29,953","00:30:38,126",29_13_train
147,5281,Ross!! Are you crazy?! I am,Rachel,6,2,531,14,6,4,"00:21:00,425","00:21:06,055",531_14_train
148,3925,"Oh, God...",Rachel,4,1,400,5,1,12,"00:16:16,809","00:16:18,935",400_5_train
149,1882,"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",Ross,0,0,188,7,1,4,"00:07:11,305","00:07:20,313",188_7_test
150,1797,"Man, I’m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,6,2,181,0,7,12,"00:14:20,109","00:14:27,615",181_0_train
151,1947,"A Magic Eight ball?! You can't be serious, you can't make this decision with a toy!",Monica,5,2,196,1,5,4,"00:14:57,730","00:15:04,444",196_1_test
152,7924,"Well, actually, you only got to sing 'Memo-'.",Fake Monica,0,0,797,9,1,21,"00:18:17,930","00:18:20,056",797_9_train
153,5512,"Uh, I’m just, I’m just looking out your window. At-at the view. What are you guys doing?",Rachel,0,0,554,4,6,13,"00:19:59,364","00:20:06,704",554_4_train
154,1785,Okay.,Chandler,0,0,180,2,1,20,"00:22:13,123","00:22:14,498",180_2_test
155,3153,"Hey uh, have you guys scene Chandler?",Joey,0,0,314,11,6,25,"00:03:17,530","00:03:20,365",314_11_train
156,2134,"Plus, it was, it was probably mostly my fault, anyway.",Joey,3,2,214,4,4,4,"00:14:44,633","00:14:47,385",214_4_test
157,4532,You’re building a post office?,Chandler,1,2,462,6,3,5,"00:00:28,111","00:00:30,571",462_6_train
158,9210,Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.,Phoebe,5,2,921,4,8,7,"00:17:13,657","00:17:18,745",921_4_train
159,260,I know.,Rachel,0,0,25,3,3,21,"0:04:20,279","0:04:20,655",25_3_test
160,170,And most importantly I... you-you will have to catch us first.,Ross,4,1,15,21,9,23,"00:43:33,902","00:43:37,780",15_21_train
161,2711,Do you like car games?,Phoebe,0,0,272,4,6,1,"00:14:45,759","00:14:47,510",272_4_train
162,1968,"Honey, he’s about to go hit on Isabella Rosselini. I’m just sorry we don’t got popcorn.",Rachel,4,1,195,19,3,5,"00:19:41,054","00:19:46,309",195_19_train
163,1480,And as my wife I think you should grant me this favor.,Ross,0,0,151,17,6,1,"00:13:50,120","00:13:55,041",151_17_train
164,483,Ow!,Monica,1,1,45,3,3,17,"0:08:57,389","0:08:58,641",45_3_dev
165,6078,"Oh, yeah, no, I know, I-I haven't been using it much.",Rachel,0,0,611,9,1,4,"00:22:14,166","00:22:18,044",611_9_train
166,37,You got it?,Ross,0,0,2,10,5,16,"0:07:51,150","0:07:52,227",2_10_test
167,2788,I’m gonna go down there and teach that guy a lesson.,Joey,6,2,279,2,4,4,"00:03:00,930","00:03:02,723",279_2_train
168,849,I don’t even know the man. Okay? We’re not that close. I haven’t seen him in years.,Chandler,5,2,82,3,7,22,"00:03:20,200","00:03:24,203",82_3_train
169,3863,I’m coming already!!,Chandler,4,1,389,12,4,2,"0:12:43,449","0:12:43,689",389_12_train
170,1417,I can’t.,Phoebe,3,2,146,9,3,14,"0:12:01,805","0:12:03,147",146_9_train
171,3544,"All right, bye-bye.",Rachel,0,0,354,3,2,3,"00:02:39,284","00:02:41,160",354_3_train
172,427,Thank you.  Oww!!!! God!,Rachel,1,2,36,9,3,21,"00:15:46,570","00:15:53,368",36_9_dev
173,172,"GO, GO, GO!",Ross,4,1,15,22,9,23,"00:43:37,948","00:43:40,366",15_22_train
174,3702,Don’t get to excited because that’s not gonna happen unless you get—No way!,Chandler,1,1,367,15,6,6,"00:14:24,530","00:14:28,783",367_15_train
175,472,"No, no, you’re right, it is a ridiculous name!",Chandler,5,2,45,1,4,18,"00:17:02,104","00:17:05,106",45_1_train
176,7956,You’re gonna love me so much. I got Sting tickets!!,Ross,4,1,802,0,8,10,"00:21:19,945","00:21:24,031",802_0_train
177,4182,"Oh, that’s fine! Go with your instincts, go with your instincts.",Chandler,4,1,428,2,4,14,"00:21:31,415","00:21:34,542",428_2_train
178,10339,"No, I did, but tell me again, because it’s so romantic.",Rachel,0,0,1025,6,6,9,"00:12:07,643","00:12:11,688",1025_6_train
179,8944,What the hell is that?,Joey,6,2,895,2,8,3,"00:07:47,091","00:07:49,676",895_2_train
180,8191,I didn't get it?,Joey,0,0,822,3,3,4,"00:17:56,325","00:17:57,533",822_3_train
181,870,"Yeah, but they didn't ask me!",Phoebe,6,2,95,5,5,15,"0:13:23,469","0:13:25,013",95_5_test
182,5325,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he’s-he’s called me up and asked me out.",Monica,1,1,536,8,4,2,"00:07:55,558","00:08:03,482",536_8_train
183,9072,Hold it!  N.Y.P.D! Freeze punk!,Phoebe,6,2,907,5,5,16,"00:06:49,117","00:06:52,494",907_5_train
184,2269,"See, yes.",Chandler,0,0,231,1,3,21,"00:16:53,721","00:16:55,847",231_1_test
185,5153,Or an uncle...,Joey,0,0,523,8,1,12,"00:10:00,641","00:10:02,392",523_8_train
186,1359,"Okay, is this lamp in the same place?",Chandler,0,0,138,0,6,7,"00:15:14,330","00:15:15,914",138_0_test
187,1082,Nice try.,Chandler,3,2,104,1,5,8,"00:20:30,395","00:20:31,520",104_1_dev
188,6596,Let’s also get a hot plate!,Ross,4,1,655,15,6,18,"00:21:15,649","00:21:19,318",655_15_train
189,182,Rach? What are you doing?,Monica,0,0,17,3,5,19,"00:06:32,183","00:06:33,517",17_3_train
190,325,"Oh my God, who is it?!",Rachel,1,2,27,5,8,1,"00:01:38,515","00:01:40,182",27_5_dev
191,7310,"Oh, that's what she meant!",Joey,1,2,730,0,9,21,"00:11:21,847","00:11:24,182",730_0_train
192,6676,It was horrible. They called me chicken boy.,Paul,3,2,660,14,6,23,"00:05:30,163","00:05:36,752",660_14_train
193,5006,Is there a problem?,The Casting Director,0,0,508,6,5,18,"0:16:45,546","0:16:47,018",508_6_train
194,5555,Never had that dream.,Joey,0,0,559,5,1,1,"0:01:37,055","0:01:37,973",559_5_train
195,9272,Hi!,Monica,4,1,926,14,6,2,"0:03:37,603","0:03:38,065",926_14_train
196,3137,What are you doing?,Joey,0,0,313,0,6,1,"00:21:29,705","00:21:30,746",313_0_train
197,9727,Okay!,Phoebe,1,1,966,4,8,10,"0:02:03,384","0:02:05,472",966_4_train
198,838,"Well, he didn't tell me.",Phoebe,0,0,81,9,1,7,"00:11:53,713","00:11:55,213",81_9_train
199,3836,If you ever want to redo the bathroom floor.,Joey,0,0,388,2,3,5,"00:05:50,725","00:05:57,689",388_2_train
200,2477,"Once you, once you betray me, I become like the ice woman, y’know.",Phoebe,0,0,250,7,3,14,"00:03:32,045","00:03:35,631",250_7_test
201,8376,I’m not freaking out.,Chandler,0,0,841,1,6,22,"0:19:53,997","0:19:54,281",841_1_train
202,2610,You want some coffee?,Monica,0,0,262,8,3,21,"0:03:04,309","0:03:05,269",262_8_test
203,7336,Always.,Phoebe,0,0,733,9,6,1,"00:21:02,594","00:21:03,970",733_9_train
204,5507,"Really, y’think so? I don’t..",Director,6,2,553,20,6,10,"00:09:36,284","00:09:38,410",553_20_train
205,2898,Hang-hang on.,Earl,0,0,292,2,7,13,"00:10:21,000","00:10:22,579",292_2_train
206,10074,"Oh, no-no, this place is totally healthy!",Phoebe,0,0,1005,7,5,7,"00:15:03,944","00:15:06,154",1005_7_train
207,8865,"Dude, if you go back out there, you’re gonna be Dead Ross!",Joey,6,2,888,1,4,15,"00:16:16,767","00:16:19,978",888_1_train
208,164,There’s like-there’s like 300 bucks in this one!,Joey,1,2,16,4,4,10,"00:11:53,504","00:11:55,296",16_4_test
209,2031,I did it! I took care of the babies all by myself!,Phoebe,4,1,202,8,6,5,"00:17:24,585","00:17:27,420",202_8_train
210,8839,"Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,5,2,886,12,4,17,"00:13:47,576","00:13:52,705",886_12_train
211,938,If you’re gonna get all sensitive about it!,Joanna,6,2,94,6,4,9,"00:11:58,467","00:12:01,386",94_6_train
212,553,Sweetie that’s it.,Ross,4,1,56,7,8,3,"00:20:45,994","00:20:47,787",56_7_test
213,6278,"Carol, we've been through this before, ok?",Ross,4,1,629,1,2,2,"0:07:43,921","0:07:46,424",629_1_train
214,2154,"Yeah, I-I heard.  I think it’s great!  Ohh, I’m so happy for you!",Rachel,4,1,216,0,4,19,"00:20:50,916","00:21:03,261",216_0_test
215,59,"So uh, what are you in for?",Chandler,0,0,5,5,4,20,"00:14:52,474","00:14:53,892",5_5_test
216,1542,"Hey, thank you so much for these tickets, Chandler.",Phoebe,4,1,157,0,9,20,"00:23:25,600","00:23:28,478",157_0_train
217,5130,It's just my knitting that's all!  Yes! I knit this. I'm very good.,Phoebe,0,0,520,6,7,8,"00:04:26,099","00:04:40,612",520_6_train
218,4615,Uh yes! Thank you.,Ross,4,1,471,4,8,23,"0:06:34,099","0:06:35,150",471_4_train
219,9044,He doesn't have anyone.,Monica,0,0,905,1,1,11,"0:02:40,618","0:02:42,037",905_1_train
220,10195,Petrie.,Phoebe,0,0,1015,8,1,22,"00:20:07,998","00:20:09,999",1015_8_train
221,2029,Yeah!,Bonnie,4,1,203,6,3,25,"0:13:53,557","0:13:54,516",203_6_test
222,996,"Your hair looks too good, I think it would upset her. Ross, why don't you come on in.",Phoebe,3,2,93,6,2,1,"00:15:25,883","00:15:31,387",93_6_dev
