,0,1,2,3,4,5,6,7,8,9,10,11
173,2437,See?,Monica,0,0,240,2,9,23,"00:03:50,188","00:03:53,732",240_2_train
174,1088,"All right, well the place was closed. I’ll just copy it later.",Rachel,0,0,114,0,6,3,"00:20:20,052","00:20:23,012",114_0_test
175,1573,"Hi. Ohhh, you got my message.",Rachel,0,0,161,7,3,16,"0:04:28,476","0:04:30,687",161_7_test
176,2184,Yeah. Well I-I got like thirty of them.,David,0,0,214,9,7,11,"00:09:22,311","00:09:24,771",214_9_train
177,7231,Okay.,Chandler,0,0,720,14,5,7,"00:10:36,552","00:10:38,720",720_14_train
178,2738,The ring is gone!,Joey,1,2,274,2,4,22,"0:10:12,583","0:10:14,117",274_2_train
179,1174,Correct. Her actual favorite movie is...,Ross,0,0,120,14,4,12,"0:13:48,536","0:13:50,048",120_14_train
180,6836,"I’m sorry, is this the same Rachel who’s name you said at the altar in the second marriage?",Russell,1,2,673,7,6,2,"00:15:34,266","00:15:39,729",673_7_train
181,1316,Hi!,Rachel and Bonnie,4,1,133,1,4,1,"00:00:46,963","00:00:48,464",133_1_test
182,10319,"Thanks for comin’ back, umm, okay there have been a lot of people interested in the room, but I have narrowed it down and",Joey,0,0,1024,3,6,3,"00:21:03,679","00:21:09,308",1024_3_train
183,4538,Another cheesecake came! They delivered it to the wrong address again!,Chandler,6,2,463,1,7,11,"00:04:59,882","00:05:02,134",463_1_train
184,8085,I just thought that if I could follow the wire I could find out what it did.,Monica,0,0,813,4,4,15,"00:17:59,828","00:18:02,914",813_4_train
185,4415,"Y'know when girls sleep with guys with weird things on their body, they tell their friends about it.",Monica,0,0,450,2,3,23,"00:13:16,253","00:13:22,300",450_2_train
186,1070,"Yeah, but I love you more.",Monica,4,1,103,2,8,24,"00:13:49,817","00:13:51,986",103_2_dev
187,8478,"Ok, ok, one, two, three.",Ross,4,1,847,2,2,1,"00:09:01,290","00:09:10,966",847_2_train
188,9184,They taste so good.,Chandler,4,1,917,5,8,16,"0:15:21,052","0:15:22,122",917_5_train
189,4420,"Oh, you so would! Oh, you should get that anyway.  Like for clubbing.",Phoebe,3,2,450,7,3,23,"00:13:41,904","00:13:49,869",450_7_train
190,7894,"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.",Chandler,3,2,796,0,9,2,"00:13:27,223","00:13:34,395",796_0_train
191,2026,Ohh!,Rachel,1,1,203,3,3,25,"0:13:47,918","0:13:49,497",203_3_test
192,7463,Hey.,Phoebe,0,0,745,4,3,4,"0:02:10,797","0:02:10,941",745_4_train
193,1583,Well we?re gonna miss you around here.,Rachel,3,2,160,15,3,14,"00:06:10,870","00:06:12,996",160_15_train
194,587,I can't believe    I didn't even think of that.,Chandler,1,1,60,3,9,21,"0:18:27,031","0:18:29,625",60_3_test
195,3878,"Kinda, but I’ve just been having way too much fun.",Joey,4,1,392,9,4,23,"00:18:15,761","00:18:18,596",392_9_train
196,5017,Okay. Let's do it again.,The Casting Director,0,0,508,17,5,18,"0:17:24,835","0:17:26,546",508_17_train
197,1241,Diet Coke,Paul,0,0,126,15,6,22,"0:10:58,992","0:10:59,138",126_15_test
198,270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,1,2,26,0,5,18,"00:09:41,414","00:09:44,958",26_0_train
199,6295,Now there you go! I wouldn’t want my best guest to strain her eyes!,Monica,4,1,630,0,6,18,"00:11:35,111","00:11:38,071",630_0_train
200,1281,No. Why?,Joey,0,0,129,14,3,22,"0:10:53,465","0:10:55,659",129_14_train
201,7614,That’s a great idea! We can,Chandler,4,1,763,10,6,3,"00:09:56,971","00:09:59,347",763_10_train
202,5633,"Actually, I did!",Monica,1,1,568,6,5,14,"00:09:28,568","00:09:29,651",568_6_train
203,1473,It’s,Ross,0,0,151,10,6,1,"00:13:14,126","00:13:17,045",151_10_train
204,1901,What?,Rachel,0,0,191,1,3,10,"0:00:04,639","0:00:05,395",191_1_test
205,4041,"All right look, I’m changing it to 50 bucks, or your best offer.",Chandler,0,0,412,13,4,2,"00:04:55,712","00:05:00,757",412_13_train
206,1235,Oh come on! Morning’s here!  Morning’s here! The morning is here! Sunshine is here!,The Singing Man,4,1,126,2,4,19,"00:00:29,029","00:00:36,160",126_2_train
207,2027,Because I think about shaving it all off again sometime.,Bonnie,0,0,203,4,3,25,"00:13:49,620","00:13:52,288",203_4_test
208,4370,"Oh, and Mississ-Pete is?",Joey,0,0,446,7,3,19,"00:10:10,693","00:10:13,111",446_7_train
209,2406,"Whoa, whoa, whoa.",Julio,1,2,237,4,3,12,"0:16:39,039","0:16:40,851",237_4_train
210,57,"Y’know, Monica and Chandler are married. Ross and Rachel are having a baby. Maybe you and I should do something.",Joey,0,0,6,1,8,3,"00:03:14,861","00:03:25,120",6_1_dev
211,4698,"Yeah! And also, a little like a French guy.  I never noticed that before.",Joey,1,1,478,1,6,24,"00:19:29,877","00:19:39,135",478_1_train
212,6586,"I know, I know I really like you too. But we-we can’t date. It’s against the rules. It’s forbidden.",Ross,0,0,655,5,6,18,"00:20:32,648","00:20:39,403",655_5_train
213,5531,No.,Ross,0,0,556,5,8,16,"00:07:44,922","00:07:46,173",556_5_train
214,7353,"Actually, no, we’re not.",Ross,4,1,735,10,3,16,"00:09:21,727","00:09:24,271",735_10_train
215,1633,"Well, honey that was pretty obvious.",Rachel,3,2,167,8,5,9,"00:07:25,236","00:07:26,987",167_8_test
216,9411,Uhh… I think I just got engaged.,Rachel,2,2,939,3,9,1,"0:06:01,361","0:06:03,843",939_3_train
217,1027,'Tonight' tonight?,Joey,1,1,110,3,1,19,"0:05:20,578","0:05:21,254",110_3_test
218,6714,"Nothing, he’s just really believes in that.",Joey,0,0,664,8,3,15,"00:17:09,153","00:17:12,280",664_8_train
219,872,Okay.,Phoebe,0,0,85,1,5,9,"00:06:11,245","00:06:13,038",85_1_train
220,8522,Got it!  So,Joey,0,0,851,7,7,17,"0:05:50,058","0:05:51,837",851_7_train
221,1648,Did anybody call for security?,The Stripper,0,0,168,5,4,22,"00:15:49,740","00:15:52,742",168_5_test
222,7927,Who's gonna crash the embassy parties with me?,Monica,3,2,797,12,1,21,"00:18:26,563","00:18:29,107",797_12_train
223,7630,What uh-oh?,Rachel,4,1,767,5,1,5,"00:16:35,744","00:16:36,953",767_5_train
